1	1	3276800	94.62666667
1	3276801	6553600	95.72
1	6553601	9830400	94.87
1	9830401	13107200	94.86
1	13107201	16384000	95.14333333
1	16384001	19660800	95.42333333
1	19660801	22937600	96.38333333
1	22937601	26214400	96.15
1	26214401	29491200	96.28
1	29491201	32768000	96.83
1	32768001	36044800	95.87
1	36044801	39321600	96.00333333
1	39321601	42598400	95.64
1	42598401	45875200	95.68666667
1	45875201	49152000	94.55333333
1	49152001	52428800	95.58
1	52428801	55705600	95.86666667
1	55705601	58982400	95.60333333
1	58982401	62259200	95.22
1	62259201	65536000	96.37666667
1	65536001	68812800	94.03
1	68812801	72089600	95.73666667
1	72089601	75366400	93.58
1	75366401	78643200	96.36666667
1	78643201	81920000	95.56
1	81920001	85196800	92.54333333
1	85196801	88473600	94.04333333
1	88473601	91750400	94.82666667
1	91750401	95027200	97.23333333
1	95027201	98304000	95.71
1	98304001	101580800	94.69666667
1	101580801	104857600	95.45333333
1	104857601	108134400	96.01666667
1	108134401	111411200	93.85666667
1	111411201	114688000	94.05666667
1	114688001	117964800	95.16333333
1	117964801	121241600	95.44666667
1	121241601	124518400	93.56
1	124518401	127795200	95.7
1	127795201	131072000	95.38333333
1	131072001	134348800	93.67
1	134348801	137625600	95.21666667
1	137625601	140902400	94.23333333
1	140902401	144179200	94.69333333
1	144179201	147456000	94.90666667
1	147456001	150732800	94.79333333
1	150732801	154009600	95.57666667
1	154009601	157286400	95.88666667
1	157286401	160563200	97.83666667
1	160563201	161917960	96.44333333
10	1	3276800	95.27
10	3276801	6553600	94.48666667
10	6553601	9830400	94.71
10	9830401	13107200	94.63
10	13107201	16384000	93.84666667
10	16384001	19660800	95.88333333
10	19660801	22937600	90.99666667
10	22937601	26214400	91.20333333
10	26214401	29491200	95.00333333
10	29491201	32768000	95.64333333
10	32768001	36044800	91.28
10	36044801	39321600	94.14666667
10	39321601	42598400	92.43333333
10	42598401	45875200	94.16
10	45875201	49152000	96.02333333
10	49152001	52428800	95.95666667
10	52428801	55705600	94.84333333
10	55705601	58982400	93.69666667
10	58982401	62259200	95.64
10	62259201	65536000	94.4
10	65536001	68812800	93.69333333
10	68812801	72089600	93.02333333
10	72089601	75366400	94.04666667
10	75366401	78643200	94.81333333
10	78643201	81920000	93.86666667
10	81920001	85196800	94.46333333
10	85196801	88473600	93.86333333
10	88473601	91750400	96.4
10	91750401	95027200	96.70333333
10	95027201	98304000	96.75333333
10	98304001	101580800	96.67666667
10	101580801	103731018	96.67333333
11	1	3276800	94.32666667
11	3276801	6553600	95.49666667
11	6553601	9830400	95.29
11	9830401	13107200	92.15666667
11	13107201	16384000	94.49666667
11	16384001	19660800	95.97
11	19660801	22937600	95.01333333
11	22937601	26214400	95.97333333
11	26214401	29491200	94.02666667
11	29491201	32768000	94.93666667
11	32768001	36044800	96.38333333
11	36044801	39321600	94.57333333
11	39321601	42598400	96.07333333
11	42598401	45875200	94.47
11	45875201	49152000	94.56
11	49152001	52428800	93.27
11	52428801	55705600	95.82
11	55705601	58982400	95.61
11	58982401	62259200	95.10666667
11	62259201	65536000	93.99666667
11	65536001	68812800	95.65666667
11	68812801	72089600	94.05
11	72089601	75366400	92.46
11	75366401	78643200	95.35666667
11	78643201	81920000	95.6
11	81920001	85196800	95.94666667
11	85196801	88473600	96.16
11	88473601	91750400	95.72333333
11	91750401	95027200	96.49333333
11	95027201	98304000	94.96
11	98304001	101580800	94.11
11	101580801	104857600	92.77333333
11	104857601	108134400	94.54666667
11	108134401	111411200	94.61
12	1	3276800	96.05
12	3276801	6553600	94.51666667
12	6553601	9830400	96.02333333
12	9830401	13107200	96.75333333
12	13107201	16384000	94.90666667
12	16384001	19660800	93.99333333
12	19660801	22937600	95.63333333
12	22937601	26214400	96.37666667
12	26214401	29491200	95.97333333
12	29491201	32768000	93.59666667
12	32768001	36044800	94.95666667
12	36044801	39321600	96.19666667
12	39321601	42598400	96.12
12	42598401	45875200	95.51
12	45875201	49152000	96.66333333
12	49152001	52428800	96.01
12	52428801	55705600	95.28
12	55705601	58982400	95.99333333
12	58982401	62259200	96.16
12	62259201	65536000	96.06333333
12	65536001	68812800	96.35666667
12	68812801	72089600	95.49
12	72089601	75366400	95.78333333
12	75366401	78643200	95.83333333
12	78643201	81920000	96.77
12	81920001	85196800	96.60333333
12	85196801	87684794	94.95333333
13	1	3276800	95.73333333
13	3276801	6553600	95.79
13	6553601	9830400	97.05
13	9830401	13107200	95.38666667
13	13107201	16384000	96.72666667
13	16384001	19660800	95.9
13	19660801	22937600	95.54333333
13	22937601	26214400	93.88333333
13	26214401	29491200	95.46
13	29491201	32768000	95.62333333
13	32768001	36044800	95.80666667
13	36044801	39321600	94.51
13	39321601	42598400	94.04666667
13	42598401	45875200	95.18666667
13	45875201	49152000	95.06
13	49152001	52428800	94.99
13	52428801	55705600	91.50333333
13	55705601	58982400	95.40333333
13	58982401	62259200	93.65
13	62259201	65536000	93.30666667
13	65536001	68812800	93.68333333
13	68812801	72089600	94.75666667
13	72089601	75366400	94.83
13	75366401	78643200	93.49
13	78643201	81920000	95.30333333
13	81920001	85196800	96.6
14	1	3276800	95.40333333
14	3276801	6553600	95.37
14	6553601	9830400	95.65333333
14	9830401	13107200	91.57333333
14	13107201	16384000	96.37333333
14	16384001	19660800	95.70666667
14	19660801	22937600	96.36333333
14	22937601	26214400	96.16
14	26214401	29491200	94.58
14	29491201	32768000	95.54333333
14	32768001	36044800	94.94333333
14	36044801	39321600	96.37
14	39321601	42598400	94.15666667
14	42598401	45875200	95.91333333
14	45875201	49152000	95.39333333
14	49152001	52428800	96.01333333
14	52428801	55705600	95.55333333
14	55705601	58982400	95.87333333
14	58982401	62259200	96.92
14	62259201	65536000	96.16
14	65536001	68812800	95.09333333
14	68812801	72089600	96.57666667
14	72089601	75366400	95.30333333
14	75366401	78643200	95.63333333
14	78643201	81920000	95.68666667
14	81920001	85196800	95.76333333
14	85196801	88473600	95.58
14	88473601	91750400	96.25
14	91750401	95027200	96.54
15	1	3276800	94.49333333
15	3276801	6553600	95.28
15	6553601	9830400	95.73
15	9830401	13107200	94.65333333
15	13107201	16384000	94.33
15	16384001	19660800	94.29666667
15	19660801	22937600	94.80666667
15	22937601	26214400	95.53
15	26214401	29491200	96.07
15	29491201	32768000	92.94333333
15	32768001	36044800	95.67333333
15	36044801	39321600	94.10666667
15	39321601	42598400	95.7
